31568	0
30734	0
31227	0
31224	1
31139	0
34076	0
32479	1
32985	1
30284	0
30072	1
34098	1
33818	1
34138	1
34165	1
30974	0
33150	0
30574	0
32162	1
32904	0
31484	0
31961	0
31616	0
31027	0
31231	0
33327	0
31276	0
33238	1
31004	0
34187	0
34421	1
34441	0
33715	1
31820	0
32578	1
32716	0
33494	0
32949	0
33195	1
33561	1
30424	0
31576	0
30576	1
33935	1
32669	0
34116	0
32847	1
32871	0
31278	1
30145	1
33504	0
32754	1
34570	1
30137	0
32921	1
33417	0
30646	0
31107	0
33964	1
33025	1
32653	0
32084	1
31833	1
30088	0
32698	1
33231	1
31549	1
33071	0
33237	0
34525	1
31574	0
33918	1
34017	1
34459	1
34560	1
30252	0
34433	1
34245	0
30691	1
31595	0
30537	0
31438	0
31804	1
32767	1
30614	1
32023	1
34196	0
31099	1
34228	0
32212	0
31570	1
31647	0
32687	0
34202	1
33771	1
32744	1
33595	0
32520	0
34527	0
32438	0
32537	0
31978	0
34020	1
33438	1
33865	1
32151	1
34388	1
30700	1
32697	0
30146	1
31066	1
31330	1
31565	0
33974	0
33016	1
33481	1
30848	0
31857	1
33553	0
30303	0
32726	0
34511	1
30552	1
31262	1
33784	1
31654	1
33883	0
30651	1
31729	0
32971	1
30800	0
30745	0
30392	0
30302	1
32249	0
32202	0
34289	0
34110	0
30165	0
30759	0
31140	1
31602	1
33642	0
33718	0
31615	1
32078	0
32571	0
32172	0
30981	1
32168	0
31522	0
34261	0
33199	0
33860	0
30766	1
33606	0
30372	0
31172	1
31992	0
33523	0
34405	1
31444	0
30777	0
32401	1
33243	0
32608	0
34359	0
31056	0
34374	0
30176	0
30420	1
32386	1
34426	0
30852	0
30950	0
33043	0
31223	1
33055	1
32705	1
31176	0
30544	0
31012	0
30993	1
32742	1
33278	0
33526	1
30001	0
32444	1
34198	1
32844	0
31591	0
33469	0
33763	0
30092	1
32701	0
34379	0
31788	0
31331	0
30353	1
30112	0
32370	0
33850	1
32152	0
33345	0
34369	1
33500	0
31026	1
33434	0
33527	1
30503	1
33966	1
34205	0
31719	1
31527	0
31458	1
32193	1
30036	1
33156	1
32735	0
30361	0
30175	1
30306	1
30051	1
33180	0
33801	0
33360	0
32958	1
34529	0
32753	0
30023	1
32524	0
34464	1
32208	0
30402	1
33418	0
30724	0
32124	0
32654	0
30357	0
31193	1
32314	0
33353	1
30342	0
32358	0
32586	1
33690	1
31618	1
31777	1
30087	0
30101	0
33727	0
32009	0
32473	0
33365	0
30071	0
32019	0
30453	0
34046	0
30042	1
32680	1
30416	0
34191	0
31405	1
33558	0
30600	0
31829	0
32646	0
31124	1
33379	1
33165	0
33529	0
32785	1
33287	1
30081	1
30871	1
31072	0
34145	0
33077	1
31022	0
33170	1
30365	1
31530	0
33255	1
30934	1
33132	1
32862	1
30895	0
31594	0
34287	1
31561	0
34463	1
33279	1
31134	1
31424	1
31526	1
31059	1
32657	0
30742	0
34564	1
31286	0
31492	0
34257	0
34242	1
31201	1
31844	0
31486	1
34390	1
34189	0
31889	0
30053	1
33410	0
32417	0
34386	0
32065	1
33713	1
34073	0
32236	0
32837	1
30995	0
33112	0
31283	1
32619	1
34235	0
34563	0
33758	1
32724	1
30861	0
32297	1
30439	0
31887	1
32938	0
32161	0
31024	1
30012	0
30804	0
30785	0
33678	0
32490	0
31229	0
30404	1
33958	0
30545	0
32829	0
30894	1
31635	1
31964	0
31456	0
33708	0
32555	1
34481	0
32077	0
30194	0
33347	0
33587	0
31141	0
31453	1
34582	0
31397	0
32455	0
32042	0
34227	0
31906	0
34462	1
32967	1
31765	0
30271	0
31772	0
30968	1
30632	1
33171	0
31268	0
33531	0
30118	0
32105	0
33249	0
32896	1
33178	0
30106	1
30970	1
33302	1
32762	0
32387	1
32638	1
34559	1
31803	1
34130	0
34095	1
31908	1
31521	1
33729	0
31435	0
33506	1
32830	1
33702	0
34500	1
32511	0
32607	0
32651	1
30694	1
31867	0
34530	0
33094	1
33848	1
30249	0
30916	0
33502	0
33152	0
33389	1
31994	0
30115	0
31475	0
32200	0
33934	1
30536	1
34407	1
31601	1
30540	1
32858	1
33695	0
30938	0
30391	0
31643	1
33393	0
31686	0
31303	0
31355	0
31884	0
33098	1
34505	0
30931	1
33954	1
33120	0
33490	1
33876	1
30762	1
33872	1
34188	0
30157	1
31524	1
30329	0
33309	0
30427	0
30443	1
32893	1
33294	0
32582	0
31081	0
31038	1
34212	1
34033	0
34579	0
30363	0
31017	1
32941	0
33545	0
30836	1
31481	0
34442	1
34054	1
31981	1
30619	1
32749	0
34050	0
32115	1
30048	0
33151	0
31973	0
32106	1
32650	0
34182	0
32911	0
31924	1
33875	0
32913	1
34326	0
33317	1
33128	1
32344	1
30710	0
34355	0
31192	0
30883	0
30961	0
30236	1
30169	0
34147	1
34422	0
30103	0
33505	0
30056	0
32500	0
30519	0
33697	1
31518	0
32262	1
31776	1
32781	1
32797	1
31161	1
33555	0
32255	0
30889	0
30879	0
33522	1
34248	1
32712	1
30563	1
30274	1
33046	1
31662	0
31060	0
30653	0
33466	1
32518	1
33446	1
31633	0
34246	0
32906	1
32514	1
33186	1
31502	0
31754	0
33840	0
32423	1
33301	0
31798	1
33175	0
30556	0
30560	1
32720	0
30967	1
30989	1
34013	1
30197	1
31904	0
31160	0
33536	0
34517	0
30188	1
30141	0
33484	0
33396	0
33222	0
34328	1
32831	0
34574	0
31894	0
31944	1
30286	1
33781	0
33253	0
31289	0
31398	0
34594	1
33960	1
33871	1
32718	1
34015	0
30149	0
33510	0
32089	1
33773	0
30015	1
34478	0
31432	1
34264	1
32682	0
30714	0
30417	1
34258	0
32458	1
30645	0
32121	1
31399	0
33982	1
30237	0
32391	0
31868	1
31800	0
31485	1
32145	1
33663	1
31895	0
31219	0
33028	0
30432	1
30713	0
33610	1
32007	1
30601	1
33955	0
30373	0
31598	0
32177	0
34243	1
31045	0
30706	0
33056	1
32299	0
32534	1
32111	0
33947	1
31787	0
32970	0
32645	0
32865	0
30250	0
33793	1
32714	0
34276	0
30423	0
32305	0
30377	1
31155	1
34282	0
31830	1
31640	1
30387	1
33824	0
31173	1
31353	0
33873	1
32242	1
30276	0
32857	1
34117	0
33336	1
33760	1
31394	1
33893	1
31441	1
30835	0
33398	0
32436	1
32283	1
31701	0
34131	1
31985	0
31191	1
30788	0
31808	0
31023	1
34452	1
32396	0
33948	1
30577	1
33362	1
30079	1
31655	1
33528	1
31988	1
32284	1
30531	0
30298	0
30026	1
33938	1
31344	1
31680	1
32579	0
32081	1
30610	0
34460	0
33688	0
31769	1
32942	0
30960	1
31780	0
34454	1
32882	1
34213	1
32784	1
30017	0
30266	0
30502	1
33125	0
31304	0
33689	1
34336	1
34263	0
34492	1
34026	1
30890	1
32936	0
30735	1
30816	0
31115	0
31911	1
32700	1
30216	0
30882	0
33073	0
31557	1
33594	1
30275	0
32060	0
32186	1
30325	1
33324	1
30139	1
31871	0
33645	0
33886	0
33040	0
31782	0
31239	1
32224	0
31983	0
33430	1
30083	0
34278	1
31645	1
31743	1
32066	1
33103	1
34254	0
32961	1
30869	1
31874	0
34341	1
33891	1
33007	0
32673	1
32899	0
30484	1
33355	0
34468	1
33219	0
34366	0
33299	0
32140	0
30885	1
31333	1
32964	1
30703	1
30099	1
33631	0
30291	1
32523	1
30720	0
31036	0
32544	1
33288	1
30727	1
31340	1
31047	1
32778	1
34077	1
31839	0
31590	1
30603	1
33747	1
32487	1
34444	0
30918	0
33425	0
33834	1
30181	0
34059	0
30674	0
33270	1
31980	1
34064	1
33530	1
31254	1
31336	0
33426	1
30430	0
30598	0
34467	1
30126	0
30086	0
30928	0
32505	0
33808	0
30108	1
33244	1
33174	0
33421	0
31583	1
32872	1
32683	0
33673	1
34226	1
32734	0
30336	1
30269	0
33746	1
32309	1
32350	0
33927	0
33295	0
31450	0
30969	0
33692	1
31121	1
33213	0
30625	1
30278	1
33006	0
32609	0
30172	1
32965	0
31065	0
31463	1
30580	0
30085	1
31519	1
30475	1
31070	1
32453	0
34474	1
30263	0
30104	1
30259	1
33828	0
32629	0
31034	0
33000	1
31476	0
30224	1
33822	0
32470	1
30913	0
30441	0
31520	1
34320	0
33271	1
30368	1
34023	0
34549	1
31288	1
31920	1
34518	0
32404	1
32699	0
34561	0
33392	0
31306	1
34597	0
33779	1
34232	0
33088	0
31185	0
31090	0
31842	1
32499	1
31835	1
31732	1
33264	0
33817	0
32926	0
31955	1
30562	0
33515	0
34137	0
31210	0
32649	1
32085	1
34449	0
31563	1
31856	1
31770	1
32685	1
34003	1
33063	1
31212	1
31265	0
30591	1
31235	1
33424	0
32922	0
30142	1
31299	1
30948	0
30133	0
34029	1
30781	0
31393	0
34501	1
33262	0
30090	0
34086	1
30633	1
32353	1
30659	0
34291	1
33184	0
32291	1
32706	0
32016	0
31267	1
32385	1
34004	1
30795	1
33778	1
33352	1
30806	1
32211	1
31959	1
33602	1
33956	1
34423	1
33220	0
30332	1
33450	0
34406	1
32501	1
30119	0
30878	1
32553	0
34572	1
34428	0
31205	0
33251	1
33983	0
32593	0
30318	1
31542	1
30323	1
31503	0
32462	0
32096	0
32719	1
33087	1
30429	0
30345	0
30290	1
32323	0
33203	0
32192	0
33305	1
31086	1
32723	1
33752	1
30721	1
32917	1
31762	0
31130	0
31796	1
33737	0
33480	0
30575	0
30201	1
31629	1
31418	0
32083	0
31651	1
30839	1
33582	1
30078	1
33216	1
30525	1
33492	1
33812	0
32488	1
34271	1
32761	1
34519	0
32199	0
33751	0
31999	1
30972	0
30241	1
30068	0
32191	0
34325	1
34580	0
34476	0
32492	1
32274	0
31605	1
31029	1
34373	0
31222	1
30768	0
32079	0
30065	1
32572	0
31113	0
31364	1
31390	0
31825	1
33932	1
33368	1
34331	0
34172	0
33467	0
30705	0
34382	0
30467	0
32131	0
31600	0
30173	1
32633	0
34400	0
33608	0
31831	1
32681	0
33399	0
34361	0
33707	0
